X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,y
3.8526320926185025,0.20418949588472324,-3.318843743041354,-4.619934954718764,-1.232168491042704,-0.8272625843256141,2.9242465670470654,-2.9928302902905104,-4.778463713849528,3.6595399566651987,7
5.2177558466278695,0.23409435383201374,3.7950011824622965,4.49400302718413,3.539204587320693,0.18614930876084207,4.347278160371403,-5.10130320388248,4.092558991415289,-5.621460595962135,5
3.9356094318958825,-0.6708209514703584,5.239307823039407,-3.7895163958534983,-3.5548023938167734,1.564307895416894,-4.253857740404516,4.76809022686608,3.4569308172262554,4.3706312111450005,0
5.064776078774525,-0.18900161239668006,-5.347519077536178,-0.2524393832034506,2.680847855496578,-0.366342283361332,5.9724502359705225,8.844153205203796,5.402013424415126,-6.247090699325456,6
2.3875444650194018,0.877424896310715,-0.6856471938142232,-0.7906559570004736,4.388534886071161,0.1534752059578715,-4.9837033760796094,4.671545793943096,-2.481371578910882,-2.856471947186542,4
-3.330099753383782,1.4003990226530247,5.362452777644333,4.849654044801105,-3.2075096489848285,-1.2166823914842846,-4.7656460926280815,3.4129640817232025,-4.872840594075049,-4.36197412930377,2
-6.924177260209229,0.7982476645659209,-5.158708689245376,-1.3409987804502235,-2.2395891673280257,0.6831287142455255,0.1463980620443004,4.530156011971511,3.7967804516664403,4.494797480039889,1
-3.3415438472958123,0.6112794131276525,-6.515096173112986,-3.4307630443936983,-4.249368551013404,-1.595573066618941,-3.1873029462670237,-4.726610729983536,5.1454308339414565,4.96000236839564,0
-8.359318429490957,0.32528317347293234,-4.490574822717738,-8.650270457375296,-5.445948727394985,-0.38320338003634075,-4.927566461561187,-4.742159938533935,2.802661490390477,8.118272147483015,0
4.652216030611479,-0.2518675749949317,3.9125354285613496,3.028396323710583,4.12732509908826,-0.9046515803862497,-3.6727430640638032,4.995017042620581,2.0390610579014403,6.464793947009168,6
-5.4790911298725105,-0.29974660711940765,5.73799521695879,5.408984991309734,2.608783161102792,1.176372981636492,-4.390315617573722,-1.6050871276306755,4.182292311259997,-2.4633281021194904,7
4.6097117252381725,0.3710009063405748,-3.369316498661297,-3.601751654982194,-2.8171568445538138,-0.025526288173679593,5.108364243750803,-2.4774619138678258,-3.021441002633984,4.662554146664206,7
